ticker,fiscal_year,fiscal_period,report_date,revenue,gross_profit,operating_income,pretax_income,net_income,net_income_common,currency
A,2020,FY,2020-10-31,5339000000,2837000000,846000000,842000000,719000000,719000000,USD
A,2021,FY,2021-10-31,6319000000,3407000000,1347000000,1360000000,1210000000,1210000000,USD
A,2022,FY,2022-10-31,6848000000,3722000000,1618000000,1504000000,1254000000,1254000000,USD
A,2023,FY,2023-10-31,6833000000,3465000000,1350000000,1339000000,1240000000,1240000000,USD
A,2024,FY,2024-10-31,6510000000,3535000000,1488000000,1521000000,1289000000,1289000000,USD
A21,2020,FY,2020-12-31,9456609000,1549339000,-669337000,-188877000,-151657000,-791985000,USD
A21,2021,FY,2021-12-31,4186125184,892942059,-157669889,-23683650,-49820876,-49820876,USD
AA,2020,FY,2020-12-31,9286000000,1317000000,431000000,173000000,-170000000,-170000000,USD
AA,2021,FY,2021-12-31,12152000000,2999000000,2077000000,1199000000,429000000,429000000,USD
AA,2022,FY,2022-12-31,12451000000,2239000000,1386000000,702000000,-123000000,-123000000,USD
AA,2023,FY,2023-12-31,10551000000,738000000,-159000000,-584000000,-651000000,-651000000,USD
AAC,2021,FY,2021-12-31,,,-6461616,15849072,15849072,15849072,USD
AAC,2022,FY,2022-12-31,,,-7342712,20983590,20983590,20983590,USD
AACG,2021,FY,2021-12-31,31339543,16241794,-10289409,-5881653,-5215200,-5215200,USD
AACG,2022,FY,2022-12-31,30734056,15232481,-8408893,-8101145,-7116996,-7116996,USD
AACG,2023,FY,2023-12-31,31325480,16206610,-5865378,-5727754,-4757820,-4757820,USD
AACI,2021,FY,2021-09-30,,,-184105,-183053,-468899,-468899,USD
AACT,2023,FY,2023-12-31,,,-1122892,16915460,16915460,16915460,USD
AAGH,2020,FY,2020-06-30,5474,2105,-46151,-51116,-51916,-51916,USD
AAGH,2021,FY,2021-06-30,195671,51353,-243560,-269054,-269054,-269054,USD
AAGH,2022,FY,2022-06-30,104648,-1483805,-4734098,-4924936,-4866153,-4866153,USD
AAGH,2023,FY,2023-06-30,204308,168588,-492644,-777340,-761420,-761420,USD
AAGH,2024,FY,2024-06-30,294670,169750,-782700,-1226362,-1220571,-1220571,USD
AAIC,2020,FY,2020-12-31,46014000,,33399000,-67716000,-67716000,-70707000,USD
AAIC,2021,FY,2021-12-31,25789000,,14085000,-7949000,-9515000,-12431000,USD
AAIC,2022,FY,2022-12-31,49456000,,34541000,9544000,5426000,2642000,USD
AAL,2020,FY,2020-12-31,17337000000,-5186000000,-10421000000,-11453000000,-8885000000,-8885000000,USD
AAL,2021,FY,2021-12-31,29882000000,2046000000,-5065000000,-2548000000,-1993000000,-1993000000,USD
AAL,2022,FY,2022-12-31,48971000000,11014000000,1607000000,186000000,127000000,127000000,USD
AAL,2023,FY,2023-12-31,52788000000,13746000000,3034000000,1121000000,822000000,822000000,USD
AAMC,2020,FY,2020-12-31,,-11977000,-20510000,-13951000,39821000,39779000,USD
AAMC,2021,FY,2021-12-31,,-5635000,-16624000,-8944000,81892076,81899032,USD
AAMC,2022,FY,2022-12-31,562302,,-11812000,-15584000,-10830076,-10814235,USD
AAMC,2023,FY,2023-12-31,-17322891,,-13181000,-31973000,-32546000,-32546000,USD
AAN,2020,FY,2020-12-31,1734919000,1083542000,187904726,-397814000,-265912000,-265912000,USD
AAN,2021,FY,2021-12-31,1845504000,1159489000,246236302,145870000,109934000,109934000,USD
AAN,2022,FY,2022-12-31,2249434000,1161773000,176261681,-14743000,-5280000,-5280000,USD
AAN,2023,FY,2023-12-31,2139890000,1119319000,137873617,-1058000,2823000,2823000,USD
AAOI,2020,FY,2020-12-31,234623000,50541000,-48842000,-51224000,-58452000,-58452000,USD
AAOI,2021,FY,2021-12-31,211565000,37715000,-56766000,-54160000,-54162000,-54162000,USD
AAOI,2022,FY,2022-12-31,222818000,33627000,-58998000,-66396000,-66397000,-66397000,USD
AAOI,2023,FY,2023-12-31,217646000,58921000,-41349000,-56039000,-56048000,-56048000,USD
AAON,2020,FY,2020-12-31,514551000,155849000,95358000,101975000,79009000,79009000,USD
AAON,2021,FY,2021-12-31,534517000,137830000,69232000,69182000,58758000,58758000,USD
AAON,2022,FY,2022-12-31,888788000,237572000,126749000,124533000,100376000,100376000,USD
AAON,2023,FY,2023-12-31,1168518000,399020000,227481000,223154000,177623000,177623000,USD
AAP,2020,FY,2020-12-31,10106321000,4481614000,749907000,651015000,493021000,493021000,USD
AAP,2021,FY,2021-12-31,10997989000,4923950000,822365000,782493000,596615000,596615000,USD
AAP,2022,FY,2022-12-31,9148874000,4232870000,524618000,460193000,464402000,464402000,USD
AAP,2023,FY,2023-12-31,9209075000,3860109000,54874000,-47178000,29735000,29735000,USD
AAPL,2020,FY,2020-09-30,274515000000,104956000000,66288000000,67091000000,57411000000,57411000000,USD
AAPL,2021,FY,2021-09-30,365817000000,152836000000,108949000000,109207000000,94680000000,94680000000,USD
AAPL,2022,FY,2022-09-30,394328000000,170782000000,119437000000,119103000000,99803000000,99803000000,USD
AAPL,2023,FY,2023-09-30,383285000000,169148000000,114301000000,113736000000,96995000000,96995000000,USD
AAPL,2024,FY,2024-09-30,391035000000,180683000000,123216000000,123485000000,93736000000,93736000000,USD
AAT,2020,FY,2020-12-31,344573000,265395000,88581000,35205000,27660000,27660000,USD
AAT,2021,FY,2021-12-31,375828000,288848000,99869000,36029000,28376000,28376000,USD
AAT,2022,FY,2022-12-31,422648000,315003000,114734000,55229000,43506000,43506000,USD
AAT,2023,FY,2023-12-31,441164000,322363000,121747000,63929000,50378000,50378000,USD
AAWH,2020,FY,2020-12-31,143732000,60914000,7847000,-5139000,-25439000,-25439000,USD
AAWH,2021,FY,2021-12-31,332381000,135972000,-17204000,-80937000,-122657000,-122657000,USD
AAWH,2022,FY,2022-12-31,405926000,134563000,-7526000,-39206000,-80899000,-80899000,USD
AAWH,2023,FY,2023-12-31,518590000,155120000,-3619000,-14760000,-48214000,-48214000,USD
AAWW,2020,FY,2020-12-31,3211116000,1526207000,800494000,496742000,360286000,360286000,USD
AAWW,2021,FY,2021-12-31,4030829000,1808924000,1052523000,647391000,493317000,493317000,USD
AAWW,2022,FY,2022-12-31,4549104000,1652370000,851046000,461636000,355880000,355880000,USD
ABBV,2020,FY,2020-12-31,45804000000,30417000000,12739000000,3398000000,4616000000,4616000000,USD
ABBV,2021,FY,2021-12-31,56197000000,38751000000,19048000000,12989000000,11542000000,11542000000,USD
ABBV,2022,FY,2022-12-31,58054000000,40640000000,18814000000,13477000000,11836000000,11836000000,USD
ABBV,2023,FY,2023-12-31,54318000000,33903000000,13535000000,6250000000,4863000000,4863000000,USD
ABCL,2020,FY,2020-12-31,233155000,,156031000,157833000,118918000,118918000,USD
ABCL,2021,FY,2021-12-31,375203000,329687000,204413000,219149000,153464000,153464000,USD
ABCL,2022,FY,2022-12-31,485424000,418988000,216511000,239099000,158519000,158519000,USD
ABCL,2023,FY,2023-12-31,38025000,,-237207000,-174029000,-146398000,-146398000,USD
ABEO,2020,FY,2020-12-31,10000000,,-48504000,-84234000,-84234000,-84234000,USD
ABEO,2021,FY,2021-12-31,3000000,,-57370000,-84936000,-84936000,-84936000,USD
ABEO,2022,FY,2022-12-31,1414000,,-45257000,-39696000,-39696000,-43478000,USD
ABEO,2023,FY,2023-12-31,3500000,,-48200000,-54188000,-54188000,-54188000,USD
ABG,2020,FY,2020-12-31,7131800000,1223400000,393800000,338000000,254200000,254200000,USD
ABG,2021,FY,2021-12-31,9837700000,1902200000,791800000,697700000,532400000,532400000,USD
ABG,2022,FY,2022-12-31,15433900000,3100600000,1272600000,1319100000,997300000,997300000,USD
ABG,2023,FY,2023-12-31,14802700000,2755800000,1070700000,801300000,602500000,602500000,USD
ABIO,2020,FY,2020-12-31,,,-9766000,-9747000,-9738000,-9738000,USD
ABIO,2021,FY,2021-12-31,,,-19335000,-19322000,-19322000,-19322000,USD
ABIO,2022,FY,2022-12-31,4749000,,10596000,9926000,9926000,9926000,USD
ABIO,2023,FY,2023-12-31,1013000,,7296000,5339000,5339000,5339000,USD
ABM,2020,FY,2020-10-31,5987600000,830600000,276100000,53300000,100000,100000,USD
ABM,2021,FY,2021-10-31,6228600000,970400000,206200000,179700000,126200000,126200000,USD
ABM,2022,FY,2022-10-31,7806600000,1049100000,348700000,310000000,230400000,230400000,USD
ABM,2023,FY,2023-10-31,8096400000,1058800000,409500000,331100000,251400000,251400000,USD
ABM,2024,FY,2024-10-31,8359400000,1033500000,212100000,133600000,81400000,81400000,USD
ABMC,2020,FY,2020-12-31,4147000,1238000,-621000,-794000,-796000,-796000,USD
ABMC,2021,FY,2021-12-31,2218000,548000,-1179000,-461000,-463000,-463000,USD
ABMC,2022,FY,2022-12-31,913000,-103000,-1242000,-1408000,-1410000,-1410000,USD
ABMD,2019,FY,2020-03-31,840883000,689578000,249219000,256825000,203009000,203009000,USD
ABMD,2020,FY,2021-03-31,847522000,685615000,229557000,288220000,225525000,225525000,USD
ABMD,2021,FY,2022-03-31,1031753000,843595000,256706000,190560000,136505000,136505000,USD
ABML,2020,FY,2020-09-30,,,-2413093,-3151209,-3151209,-3151209,USD
ABML,2021,FY,2021-09-30,,,-19987286,-19973286,-19973286,-19973286,USD
ABML,2022,FY,2022-09-30,,,-2577136,-2434454,-2434454,-2434454,USD
ABML,2023,FY,2023-09-30,,,-6383942,-7231985,-7231985,-7231985,USD
ABNB,2020,FY,2020-12-31,3378000000,2502000000,-3439000000,-4682000000,-4585000000,-4585000000,USD
ABNB,2021,FY,2021-12-31,5992000000,4836000000,542000000,-300000000,-352000000,-352000000,USD
ABNB,2022,FY,2022-12-31,8399000000,6900000000,1891000000,1989000000,1893000000,1893000000,USD
ABNB,2023,FY,2023-12-31,9917000000,8214000000,1518000000,2102000000,4792000000,4792000000,USD
ABOS,2020,FY,2020-12-31,1436000,,-7912000,-7325000,-7325000,-7325000,USD
ABOS,2021,FY,2021-12-31,,,-19584000,-100606000,-100606000,-100606000,USD
ABOS,2022,FY,2022-12-31,,,-45237000,-42856000,-42856000,-42856000,USD
ABOS,2023,FY,2023-12-31,,,-61138000,-52371000,-52371000,-52371000,USD
ABR,2020,FY,2020-12-31,339465000,170249000,-24017000,160389000,170949000,163395000,USD
ABR,2021,FY,2021-12-31,328896000,,357044000,389525000,339300000,317412000,USD
ABR,2022,FY,2022-12-31,1165755000,444177000,362163000,357064000,325783000,284829000,USD
ABR,2023,FY,2023-12-31,1604102000,535189000,406448000,403622000,371434000,330065000,USD
ABSI,2020,FY,2020-12-31,4780000,,-13301000,-14353000,-14353000,-49469000,USD
ABSI,2021,FY,2021-12-31,4782000,,-75238000,-109859000,-100960000,-103244000,USD
ABSI,2022,FY,2022-12-31,5747000,,-106750000,-105365000,-104904000,-104904000,USD
ABSI,2023,FY,2023-12-31,5718000,,-94180000,-110466000,-110566000,-110566000,USD
ABT,2020,FY,2020-12-31,34608000000,19605000000,5357000000,4968000000,4495000000,4495000000,USD
ABT,2021,FY,2021-12-31,43075000000,24538000000,8425000000,8211000000,7071000000,7071000000,USD
ABT,2022,FY,2022-12-31,43653000000,24511000000,8362000000,8306000000,6933000000,6933000000,USD
ABT,2023,FY,2023-12-31,40109000000,22134000000,6478000000,6664000000,5723000000,5723000000,USD
ABTL,2020,FY,2020-12-31,76570000,23680000,-5524000,-6810000,-6820000,-6820000,USD
ABTL,2021,FY,2021-12-31,71585000,20331000,-6465000,-5659000,-5659000,-5659000,USD
ABUS,2020,FY,2020-12-31,6914000,,-57269000,-63745000,-63745000,-75868000,USD
ABUS,2021,FY,2021-12-31,10988000,,-71650000,-76247000,-76247000,-88386000,USD
ABUS,2022,FY,2022-12-31,39019000,,-63223000,-65012000,-69456000,-69456000,USD
ABUS,2023,FY,2023-12-31,18141000,,-78034000,-72849000,-72849000,-72849000,USD
ABVC,2022,FY,2022-12-31,969783,683368,-15114412,-15514596,-16423239,-16423239,USD
ABVC,2023,FY,2023-12-31,152430,-149607,-6766734,-8024838,-7788050,-7788050,USD
AC,2020,FY,2020-12-31,18983000,,-12469000,29883000,18816000,18816000,USD
AC,2021,FY,2021-12-31,20924000,-3533000,-19076000,81339000,59203000,59203000,USD
AC,2022,FY,2022-12-31,15228000,-3655000,-11262000,-60465000,-48907000,-48907000,USD
AC,2023,FY,2023-12-31,12683000,-4563000,-16947000,46865000,37451000,37451000,USD
ACA,2020,FY,2020-12-31,1935600000,382000000,158900000,138200000,106600000,106600000,USD
ACA,2021,FY,2021-12-31,2036400000,355900000,99900000,83600000,69600000,69600000,USD
ACA,2022,FY,2022-12-31,2242800000,411100000,148300000,316200000,245800000,245800000,USD
ACA,2023,FY,2023-12-31,2307900000,443800000,182700000,195900000,159200000,159200000,USD
ACAC,2022,FY,2022-12-31,,,-714479,451498,217224,217224,USD
ACAC,2023,FY,2023-12-31,,,-801157,1317785,886366,886366,USD
ACAH,2021,FY,2021-12-31,,-7121669,-7121669,-9213041,-9213041,-9213041,USD
ACAH,2022,FY,2022-12-31,,-4849949,-4849949,18767213,17994321,17994321,USD
ACAN,2020,FY,2020-09-30,503512,481012,-1948229,-709343,-709343,-709343,USD
ACAN,2021,FY,2021-09-30,2028551,1990402,44293,-862893,-862893,-862893,USD
ACAN,2022,FY,2022-09-30,2927819,2881869,482727,-173244,-173244,-173244,USD
ACAN,2023,FY,2023-09-30,2552200,2536030,611670,-94755,-94755,-94755,USD
ACAN,2024,FY,2024-09-30,1274810,1272456,-745608,-1254329,-1254329,-1254329,USD
ACAQ,2022,FY,2022-12-31,,,-4515112,-1555913,-2246145,-2246145,USD
ACBA,2021,FY,2021-12-31,,,1024127,1002595,1002595,1002595,USD
ACBA,2022,FY,2022-12-31,,,-838852,1084218,1084218,1084218,USD
ACBA,2023,FY,2023-12-31,,,-1462823,-227215,-227215,-227215,USD
ACBM,2020,FY,2020-09-30,,,-71541,-73099,-73099,-73099,USD
ACBM,2021,FY,2021-09-30,687964,159404,-130463,-135545,-117453,-117453,USD
ACC,2020,FY,2020-12-31,870584000,492130000,152340000,71197000,72803000,72803000,USD
ACC,2021,FY,2021-12-31,942409000,534761000,170893000,34645000,35489000,35489000,USD
ACCD,2019,FY,2020-02-29,132507000,58822000,-48204000,-51236000,-51365000,-290066699,USD
ACCD,2020,FY,2021-02-28,170358000,76685000,-46777000,-50648000,-50652000,-50652000,USD
ACCD,2021,FY,2022-02-28,310021000,141002000,-171141000,-128763000,-123124000,-123124000,USD
ACCD,2022,FY,2023-02-28,363142000,164237000,-163809000,-463274000,-459650000,-459650000,USD
ACCD,2023,FY,2024-02-29,414292000,192060000,-114453000,-98570000,-99805000,-99805000,USD
ACCO,2020,FY,2020-12-31,1655200000,492400000,123300000,78600000,62000000,62000000,USD
ACCO,2021,FY,2021-12-31,2025300000,614900000,176000000,111400000,101900000,101900000,USD
ACCO,2022,FY,2022-12-31,1947600000,552300000,134100000,14900000,-13200000,-13200000,USD
ACCO,2023,FY,2023-12-31,1832800000,598300000,161400000,-13100000,-21800000,-21800000,USD
ACEL,2020,FY,2020-12-31,316352000,105266000,-24679000,-17328000,-12992045,-12999125,USD
ACEL,2021,FY,2021-12-31,734707000,240675000,70192000,46576000,31559000,31559000,USD
ACEL,2022,FY,2022-12-31,969797000,298896000,96855000,94762000,74102000,74102000,USD
ACEL,2023,FY,2023-12-31,1170420000,353225000,107407000,65724000,45603000,45603000,USD
ACER,2020,FY,2020-12-31,,,-10954923000,-22885449000,-22885449000,-22885449000,USD
ACER,2021,FY,2021-12-31,1260000,,-15948389,-15373993,-15373993,-15373993,USD
ACER,2022,FY,2022-12-31,,,-24614259,-26237315,-26237315,-26237315,USD
ACET,2020,FY,2020-12-31,17903000,,-39191000,-39493000,-36678000,-36678000,USD
ACET,2021,FY,2021-12-31,9730000,,-61433000,-62124000,-61999000,-61999000,USD
ACET,2022,FY,2022-12-31,24990000,,-72551000,-69790000,-69790000,-69790000,USD
ACET,2023,FY,2023-12-31,,,-132576000,-142658000,-142658000,-142658000,USD
ACHC,2020,FY,2020-12-31,2089929000,727677000,365606000,183797000,-672132000,-672132000,USD
ACHC,2021,FY,2021-12-31,2314394000,941369000,414474000,275760000,200489000,200489000,USD
ACHC,2022,FY,2022-12-31,2610399000,1071303000,467695000,374143000,273139000,273139000,USD
ACHC,2023,FY,2023-12-31,2928738000,1203864000,118834000,-25360000,-21667000,-21667000,USD
ACHR,2020,FY,2020-12-31,,,-24600000,-24400000,-24400000,-24400000,USD
ACHR,2021,FY,2021-12-31,,,-241000000,-347800000,-347800000,-347800000,USD
ACHR,2022,FY,2022-12-31,,,-336600000,-317300000,-317300000,-317300000,USD
ACHR,2023,FY,2023-12-31,,,-444800000,-457400000,-457900000,-457900000,USD
ACHV,2020,FY,2020-12-31,,,-14750000,-14730000,-14730000,-14730000,USD
ACHV,2021,FY,2021-12-31,,,-33094000,-33152000,-33152000,-33152000,USD
ACHV,2022,FY,2022-12-31,,,-40800000,-42350000,-42350000,-42350000,USD
ACHV,2023,FY,2023-12-31,,,-27250000,-29815000,-29815000,-29815000,USD
ACI,2019,FY,2020-02-29,62455100000,17594200000,952300000,599200000,466400000,466400000,USD
ACI,2020,FY,2021-02-28,69690400000,20414500000,1578700000,1128700000,850200000,850200000,USD
ACI,2021,FY,2022-02-28,71887000000,20722400000,2421900000,2099500000,1619600000,1619600000,USD
ACI,2022,FY,2023-02-28,77649700000,21755600000,2159600000,1935500000,1513500000,1513500000,USD
ACI,2023,FY,2024-02-29,79237700000,22045700000,2112800000,1589000000,1296000000,1296000000,USD
ACIA,2020,FY,2020-12-31,583451000,284100000,89316000,94843000,90391000,90391000,USD
ACIW,2020,FY,2020-12-31,1294322000,671863000,144744000,98626000,72660000,72660000,USD
ACIW,2021,FY,2021-12-31,1370598000,731727000,209897000,175065000,127791000,127791000,USD
ACIW,2022,FY,2022-12-31,1421901000,725830000,203835000,206635000,142177000,142177000,USD
ACIW,2023,FY,2023-12-31,1452579000,733368000,220408000,147627000,121509000,121509000,USD
ACLS,2020,FY,2020-12-31,474560000,198584000,58041000,55886000,49982000,49982000,USD
ACLS,2021,FY,2021-12-31,662428000,286445000,127325000,120428000,98650000,98650000,USD
ACLS,2022,FY,2022-12-31,919998000,401790000,212361000,204885000,183079000,183079000,USD
ACLS,2023,FY,2023-12-31,1130604000,491301000,265795000,278599000,246263000,246263000,USD
ACLX,2020,FY,2020-12-31,,,-32096000,-32095000,-32095000,-32095000,USD
ACLX,2021,FY,2021-12-31,,,-65018000,-64969000,-64969000,-64969000,USD
ACLX,2022,FY,2022-12-31,,,-191259000,-188679000,-188679000,-188679000,USD
ACLX,2023,FY,2023-12-31,110319000,,-89880000,-70027000,-70690000,-70690000,USD
ACM,2020,FY,2020-09-30,13239976000,709560000,521025000,232603000,-186370000,-186370000,USD
ACM,2021,FY,2021-09-30,13340852000,798421000,643349000,408804000,262570000,262570000,USD
ACM,2022,FY,2022-09-30,13148182000,847974000,700665000,550682000,310611000,310611000,USD
ACM,2023,FY,2023-09-30,14378461000,945465000,791890000,213400000,55332000,55332000,USD
ACM,2024,FY,2024-09-30,16105498000,1084341000,924236000,718152000,402266000,402266000,USD
ACMR,2020,FY,2020-12-31,156624000,69599000,21492000,19295000,18780000,18780000,USD
ACMR,2021,FY,2021-12-31,259751000,114856000,38702000,43055000,37757000,37757000,USD
ACMR,2022,FY,2022-12-31,388832000,183615000,59035000,67362000,39263000,39263000,USD
ACMR,2023,FY,2023-12-31,557723000,276215000,95839000,116216000,77349000,77349000,USD
ACN,2020,FY,2020-08-31,44327039000,13976158000,6513644000,6774331000,5107839000,5107839000,USD
ACN,2021,FY,2021-08-31,50533389000,16364128000,7621529000,7761116000,5906809000,5906809000,USD
ACN,2022,FY,2022-08-31,61594305000,19701539000,9367181000,9196167000,6877169000,6877169000,USD
ACN,2023,FY,2023-08-31,64111745000,20731607000,9873035000,9139332000,6871557000,6871557000,USD
ACN,2024,FY,2024-08-31,64896464000,21162317000,10034287000,9699323000,7264787000,7264787000,USD
ACOR,2020,FY,2020-12-31,152967000,119454000,-86897000,-107667000,-99594000,-99594000,USD
ACOR,2021,FY,2021-12-31,129071000,88284000,-77299000,-109074000,-103954000,-103954000,USD
ACOR,2022,FY,2022-12-31,118566000,88234000,-42036000,-35247000,-65916000,-65916000,USD
ACOR,2023,FY,2023-12-31,117633000,102350000,-23264000,-296021000,-252854000,-252854000,USD
ACR,2020,FY,2020-12-31,108243000,50235000,29575000,-197713000,-208063000,-208063000,USD
ACRE,2020,FY,2020-12-31,82696000,,72671000,22192000,21840000,21840000,USD
ACRE,2021,FY,2021-12-31,133631000,,123408000,61182000,60460000,60460000,USD
ACRE,2022,FY,2022-12-31,170171000,,144424000,30257000,29785000,29785000,USD
ACRE,2023,FY,2023-12-31,198608000,,176583000,-38906000,-38867000,-38867000,USD
ACRO,2021,FY,2021-12-31,,,-1397125,-1330304,-1330304,-1330304,USD
ACRO,2022,FY,2022-12-31,,,-2942858,978522,205069,205069,USD
ACRS,2020,FY,2020-12-31,6482000,1349000,-48519000,-51336000,-51015000,-51015000,USD
ACRS,2021,FY,2021-12-31,6761000,2048000,-65384000,-90865000,-90865000,-90865000,USD
ACRS,2022,FY,2022-12-31,29752000,25729000,-85154000,-86908000,-86908000,-86908000,USD
ACRS,2023,FY,2023-12-31,31249000,27826000,-117628000,-88848000,-88481000,-88481000,USD
ACRV,2021,FY,2021-12-31,,,-16184000,-16243000,-16243000,-16243000,USD
ACRV,2022,FY,2022-12-31,,,-32657000,-31167000,-31167000,-31167000,USD
ACRV,2023,FY,2023-12-31,,,-67103000,-60388000,-60388000,-60388000,USD
ACRX,2020,FY,2020-12-31,5416000,-616000,-40963000,-40375000,-40379000,-40379000,USD
ACRX,2021,FY,2021-12-31,2818000,-935000,-35965000,-35094000,-35099000,-35099000,USD
ACRX,2022,FY,2022-12-31,,,-20352000,59138000,47755000,42329000,USD
ACRX,2023,FY,2023-12-31,651000,,-16889000,-10287000,-18397000,-18397000,USD
ACST,2020,FY,2020-12-31,81000,45000,4901000,7592000,7592000,7592000,USD
ACST,2021,FY,2021-12-31,,,10937000,5915000,5915000,5915000,USD
ACTG,2020,FY,2020-12-31,29782000,4958000,-19518000,108072000,109231000,109231000,USD
ACTG,2021,FY,2021-12-31,88047000,51949000,14545000,174652000,149197000,149197000,USD
ACTG,2022,FY,2022-12-31,59223000,21835000,-40092000,-127150000,-125065000,-125065000,USD
ACU,2020,FY,2020-12-31,164003040,59594714,11412664,9826728,8098766,8098766,USD
ACU,2021,FY,2021-12-31,182087559,64800357,12769987,15174934,13655679,13655679,USD
ACU,2022,FY,2022-12-31,193962357,63558785,6273302,3662445,3034766,3034766,USD
ACU,2023,FY,2023-12-31,191500947,72210235,13188617,22734604,17793160,17793160,USD
ACVA,2020,FY,2020-12-31,208357000,95308000,-40647000,-40532000,-41021000,-41021000,USD
ACVA,2021,FY,2021-12-31,358435000,153682000,-76805000,-77458000,-78182000,-78182000,USD
ACVA,2022,FY,2022-12-31,421529000,184876000,-106209000,-102106000,-102193000,-102193000,USD
ACVA,2023,FY,2023-12-31,481234000,236780000,-89677000,-74735000,-75261000,-75261000,USD
ACXP,2023,FY,2023-12-31,,,-14577768,-14577768,-14577768,-14577768,USD
ADAG,2022,FY,2022-12-31,9292724,,-83920683,-79512792,-79971847,-79971847,USD
ADAG,2023,FY,2023-12-31,18111491,,-23719866,-17254962,-18946370,-18946370,USD
ADAP,2020,FY,2020-12-31,3958000,,-133405000,-129930000,-130092000,-130092000,USD
ADAP,2021,FY,2021-12-31,6149000,,-162246000,-157299000,-158090000,-158090000,USD
ADAP,2022,FY,2022-12-31,27148000,,-163965000,-162959000,-165456000,-165456000,USD
ADAP,2023,FY,2023-12-31,60281000,,-139741000,-112535000,-113871000,-113871000,USD
ADBE,2020,FY,2020-11-30,12868000000,11146000000,4237000000,4176000000,5260000000,5260000000,USD
ADBE,2021,FY,2021-11-30,15785000000,13920000000,5802000000,5705000000,4822000000,4822000000,USD
ADBE,2022,FY,2022-11-30,17606000000,15441000000,6098000000,6008000000,4756000000,4756000000,USD
ADBE,2023,FY,2023-11-30,19409000000,17055000000,6650000000,6799000000,5428000000,5428000000,USD
ADBE,2024,FY,2024-11-30,21505000000,19147000000,7741000000,6931000000,5560000000,5560000000,USD
ADC,2020,FY,2020-12-31,248568000,239545000,129265000,93058000,91381000,91381000,USD
ADC,2021,FY,2021-12-31,339323000,299814000,177077000,125277000,122273000,120125000,USD
ADCT,2020,FY,2020-12-31,,,-219263000,-245963000,-246290000,-246290000,USD
ADCT,2021,FY,2021-12-31,33917000,32524000,-261720000,-251505000,-230026000,-230026000,USD
ADCT,2022,FY,2022-12-31,209908000,206607000,-123344000,-146817000,-157128000,-157128000,USD
ADCT,2023,FY,2023-12-31,69558000,67029000,-165986000,-195419000,-240053000,-240053000,USD
ADER,2020,FY,2020-12-31,,,-1018,-1018,-1018,-1018,USD
ADER,2021,FY,2021-12-31,,,-3139389,7152775,7152775,7152775,USD
ADER,2022,FY,2022-12-31,,,-3836745,8127471,7258882,7258882,USD
ADES,2020,FY,2020-12-31,67363000,16964000,-16007000,-13791000,-20302000,-20302000,USD
ADES,2021,FY,2021-12-31,100294000,34718000,2150000,76073000,60401000,60401000,USD
ADES,2022,FY,2022-12-31,102987000,11982000,-12068000,-8708000,-8917000,-8917000,USD
ADES,2023,FY,2023-12-31,99183000,31860000,-16066000,-12096000,-12249000,-12249000,USD
ADEX,2022,FY,2022-12-31,22355000,10122000,-17606000,-61904000,-61606000,-61606000,USD
ADEX,2023,FY,2023-12-31,19624000,5954000,-12910000,-14594000,-18657000,-18657000,USD
ADI,2020,FY,2020-10-31,5603056000,3690478000,1550581000,1311617000,1220761000,1220761000,USD
ADI,2021,FY,2021-10-31,7318286000,4525012000,1776657000,1328714000,1390422000,1390422000,USD
ADI,2022,FY,2022-10-31,12013953000,7532474000,3553209000,3098749000,2748561000,2748561000,USD
ADI,2023,FY,2023-10-31,12305539000,7877218000,3983822000,3608003000,3314579000,3314579000,USD
ADI,2024,FY,2024-10-31,9427157000,5381343000,2070056000,1777340000,1635273000,1635273000,USD
ADIL,2020,FY,2020-12-31,,,-10927985,-10892990,-10892990,-10892990,USD
ADIL,2021,FY,2021-12-31,,,-17740326,-19517403,-19423326,-19423326,USD
ADIL,2022,FY,2022-12-31,,,-10859475,-10796137,-12731416,-12731416,USD
ADIL,2023,FY,2023-12-31,,,-6887947,-7001890,-5123341,-5123341,USD
ADM,2020,FY,2020-12-31,64355000000,4453000000,1766000000,1883000000,1772000000,1772000000,USD
ADM,2021,FY,2021-12-31,85249000000,5987000000,2993000000,3313000000,2709000000,2709000000,USD
ADM,2022,FY,2022-12-31,101556000000,7570000000,4212000000,5233000000,4340000000,4340000000,USD
ADM,2023,FY,2023-12-31,93935000000,7513000000,4057000000,4294000000,3483000000,3483000000,USD
ADMA,2020,FY,2020-12-31,42219783,-19071643,-64914877,-75748548,-75748548,-75748548,USD
ADMA,2021,FY,2021-12-31,80943000,1173000,-58374000,-45604000,-45604000,-45604000,USD
ADMA,2022,FY,2022-12-31,154080000,35265000,-39365000,-65904000,-65904000,-65904000,USD
ADMA,2023,FY,2023-12-31,258215000,88942000,21632000,-28239000,-28239000,-28239000,USD
ADMP,2020,FY,2020-12-31,2776587,-3550384,-31679820,-35844032,-49391089,-49391089,USD
ADMP,2021,FY,2021-12-31,2208680,-4663451,-32069409,-34599557,-45828198,-45828198,USD
ADMP,2022,FY,2022-12-31,4756078,-1431408,-25058966,-26197406,-26478273,-26478273,USD
ADMS,2020,FY,2020-12-31,74461000,72423000,-44164000,-57403000,-57403000,-57403000,USD
ADN,2020,FY,2020-12-31,1089480,575662,-3073732,-3121042,-3121042,-3121042,USD
